Title,Author,Genre,Department,Available,Library Location,Library Name,Library Address,Open Time,Close Time,Library Incharge,Contact Email,Contact Phone,Tags
Social Psychology,Elliot Aronson,Psychology,Social Sciences,True,Shelf PS556,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Behavior,Attitudes
Writing for the Media,M.L. Stein,Journalism,Humanities,True,Shelf WR657,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Journalism,Media Writing
The Origin of Species,Charles Darwin,Biology,Sciences,True,Shelf BI101,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Evolution,Biology
Principles of Microeconomics,Robert H. Frank,Economics,Social Sciences,True,Shelf EC114,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Microeconomics,Behavioral Economics
Computer Networking: A Top-Down Approach,Kurose & Ross,Computer Science,Engineering,True,Shelf CS254,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Networking,Protocols
Inorganic Chemistry,D.F. Shriver,Chemistry,Sciences,True,Shelf CH355,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Inorganic Chemistry,Bonding
Introduction to Real Analysis,Kenneth A. Ross,Mathematics,Sciences,True,Shelf MA456,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Real Analysis,Sequences
Cognitive Neuroscience: The Biology of the Mind,Michael S. Gazzaniga,Psychology,Social Sciences,True,Shelf PS557,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Neuroscience,Cognition
The MLA Handbook,Modern Language Association,Writing,Humanities,True,Shelf WR658,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Citation,Research
The Republic,Plato,Political Science,Humanities,True,Shelf PS755,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Justice
Financial Accounting: Tools for Business Decision Making,Paul D. Kimmel,Accounting,Business,True,Shelf AC808,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Accounting,Decision Making
Computer Graphics: Principles and Practice,John F. Hughes,Computer Science,Engineering,True,Shelf CS255,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Graphics,Algorithms
Organic Chemistry,Francis A. Carey,Chemistry,Sciences,True,Shelf CH356,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Nomenclature
Introduction to Probability and Statistics for Engineers and Scientists,Anthony Hayter,Mathematics,Sciences,True,Shelf MA457,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Engineering
Psychological Testing: A Practical Approach to Design and Evaluation,Theresa J. Kline,Psychology,Social Sciences,True,Shelf PS558,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Psychological Testing,Evaluation
Writing for College,University of Chicago Press,Writing,Humanities,True,Shelf WR659,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Academic Writing,Composition
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS756,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Business Ethics: Concepts and Cases,Manuel G. Velasquez,Ethics,Business,True,Shelf BE1102,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Ethics,Case Studies
Introduction to Automata Theory, Languages, and Computation,Jeffrey D. Ullman,Computer Science,Engineering,True,Shelf CS256,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Automata,Formal Languages
Physical Chemistry,Atkins & de Paula,Chemistry,Sciences,True,Shelf CH357,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Physical Chemistry,Thermodynamics
Discrete Mathematics,Richard Johnsonbaugh,Mathematics,Sciences,True,Shelf MA458,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Discrete Math,Combinatorics
Introduction to Biopsychology,Bryan Kolb,Psychology,Social Sciences,True,Shelf PS559,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Neuroscience,Behavioral Psychology
The Chicago Manual of Style Online,University of Chicago Press,Writing,Humanities,True,Shelf WR660,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Style Guide,Citation
The Art of War,Sun Tzu,Political Science,Humanities,True,Shelf PS757,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Military Strategy,Philosophy
Project Management: A Managerial Approach,Jack R. Meredith,Management,Business,True,Shelf PM1902,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Project Management,Methodologies
Computer Systems: A Programmer's Perspective,Bryant & O'Hallaron,Computer Science,Engineering,True,Shelf CS257,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Systems Programming,Architecture
Organic Chemistry,Robert Thornton Morrison,Chemistry,Sciences,True,Shelf CH358,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Textbook
Introduction to Linear Algebra with Applications,Jim DeFranza,Mathematics,Sciences,True,Shelf MA459,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Linear Algebra,Applications
Social Psychology: The Core,Elliot Aronson,Psychology,Social Sciences,True,Shelf PS560,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Behavior,Attitudes
Writing and Reporting News: A Coaching Method,Carole Rich,Journalism,Humanities,True,Shelf WR661,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Journalism,News Writing
The Republic,Plato,Political Science,Humanities,True,Shelf PS758,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Justice
Investments,Bodie, Kane, Marcus,Finance,Business,True,Shelf FI1308,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Investments,Portfolio Management
Data Mining: Practical Machine Learning Tools and Techniques,Ian H. Witten,Computer Science,Engineering,True,Shelf CS258,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Data Mining,Machine Learning
Quantum Chemistry,Ira N. Levine,Chemistry,Sciences,True,Shelf CH359,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Quantum Mechanics,Chemistry
Introduction to Probability Models,Sheldon M. Ross,Mathematics,Sciences,True,Shelf MA460,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Stochastic Processes
Abnormal Psychology: The Science and Treatment of Psychological Disorders,Richard P. Halgin,Psychology,Social Sciences,True,Shelf PS561,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Mental Disorders,Treatment
The Norton Field Guide to Writing with Readings,Richard Bullock,Writing,Humanities,True,Shelf WR662,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Writing,Field Guide
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS759,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Principles of Macroeconomics,Robert H. Frank,Economics,Social Sciences,True,Shelf EC115,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Macroeconomics,Behavioral Economics
Computer Networks,Andrew S. Tanenbaum,Computer Science,Engineering,True,Shelf CS259,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Networking,Protocols
General Chemistry,Darrell D. Ebbing,Chemistry,Sciences,True,Shelf CH360,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,General Chemistry,Fundamentals
Introduction to Mathematical Statistics,Robert V. Hogg,Mathematics,Sciences,True,Shelf MA461,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Statistics,Mathematical
Sensation and Perception,Jeremy M. Wolfe,Psychology,Social Sciences,True,Shelf PS562,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Sensation,Perception
Writing for the Sciences,George Gopen,Writing,Humanities,True,Shelf WR663,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Scientific Writing,Clarity
The Histories,Polybius,Political Science,Humanities,True,Shelf PS760,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Ancient History,Rome
Financial Management: Principles and Applications,Arthur J. Keown,Finance,Business,True,Shelf FI1309,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Management,Applications
Computer Vision: A Modern Approach,David Forsyth,Computer Science,Engineering,True,Shelf CS260,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Computer Vision,Recognition
Organic Chemistry,John E. McMurry,Chemistry,Sciences,True,Shelf CH361,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Textbook
Introduction to Real Analysis,Charles G. Denlinger,Mathematics,Sciences,True,Shelf MA462,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Real Analysis,Sequences
Psychology of Learning and Behavior,Barry Schwartz,Psychology,Social Sciences,True,Shelf PS563,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Learning,Behavior
The Elements of Style,William Strunk Jr.,Writing,Humanities,True,Shelf WR664,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Writing Guide
The Republic,Plato,Political Science,Humanities,True,Shelf PS761,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Justice
Business Analytics: Data Analysis & Decision Making,S. Christian Albright,Analytics,Business,True,Shelf BA1803,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Data Analysis,Decision Making
Computer Organization and Design,David A. Patterson,Computer Science,Engineering,True,Shelf CS261,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Architecture,Hardware
Organic Chemistry,Jonathan Clayden,Chemistry,Sciences,True,Shelf CH362,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Advanced
Introduction to Linear Algebra,Serge Lang,Mathematics,Sciences,True,Shelf MA463,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Linear Algebra,Vector Spaces
Social Psychology,David Myers,Psychology,Social Sciences,True,Shelf PS564,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Behavior,Attitudes
The Bedford Handbook,Diana Hacker,Writing,Humanities,True,Shelf WR665,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Research
The Peloponnesian War,Thucydides,Political Science,Humanities,True,Shelf PS762,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Ancient History,War
Principles of Macroeconomics,Karl E. Case,Economics,Social Sciences,True,Shelf EC116,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Macroeconomics,Markets
Software Engineering: A Practitioner's Approach,Roger S. Pressman,Computer Science,Engineering,True,Shelf CS262,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Software Development,Methodologies
Environmental Chemistry: A Global Perspective,Gary W. VanLoon,Chemistry,Sciences,True,Shelf CH363,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Environmental Science,Global
Mathematical Methods for Physicists,Mary L. Boas,Mathematics,Sciences,True,Shelf MA464,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Mathematical Physics,Methods
Introduction to Clinical Psychology,Geoffrey P. Kramer,Psychology,Social Sciences,True,Shelf PS565,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Clinical Psychology,Assessment
The Elements of Style Illustrated,William Strunk Jr.,Writing,Humanities,True,Shelf WR666,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Writing Guide
The Communist Manifesto,Karl Marx,Political Science,Humanities,True,Shelf PS763,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Theory,Communism
Financial Markets and Institutions,Anthony Saunders,Finance,Business,True,Shelf FI1310,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financial Markets,Institutions
Distributed Systems: Concepts and Design,George Coulouris,Computer Science,Engineering,True,Shelf CS263,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Distributed Computing,System Design
Organic Chemistry,Leroy G. Wade,Chemistry,Sciences,True,Shelf CH364,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Mechanisms
Introduction to Probability and Statistics,Sheldon M. Ross,Mathematics,Sciences,True,Shelf MA465,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Statistics
Psychology of Personality,Jerry M. Burger,Psychology,Social Sciences,True,Shelf PS566,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Personality,Theories
The Craft of Research,Wayne C. Booth,Writing,Humanities,True,Shelf WR667,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Research,Writing
Two Treatises of Government,John Locke,Political Science,Humanities,True,Shelf PS764,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Natural Rights
Entrepreneurship: Theory, Process, Practice,Donald F. Kuratko,Entrepreneurship,Business,True,Shelf EN1602,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Entrepreneurship,Business Development
Computer Networks: A Systems Approach,Larry L. Peterson,Computer Science,Engineering,True,Shelf CS264,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Networking,Systems
Inorganic Chemistry,Catherine E. Housecroft,Chemistry,Sciences,True,Shelf CH365,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Inorganic Chemistry,Bonding
Introduction to Topology,Bert Mendelson,Mathematics,Sciences,True,Shelf MA466,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Topology,Point-Set
Introduction to Biopsychology,Bryan Kolb,Psychology,Social Sciences,True,Shelf PS567,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Neuroscience,Biological Psychology
Writing Research Papers,James D. Lester,Writing,Humanities,True,Shelf WR668,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Research Writing,Academic Papers
On Liberty,John Stuart Mill,Political Science,Humanities,True,Shelf PS765,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Liberty
Marketing Management,Philip Kotler,Marketing,Business,True,Shelf MK906,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Marketing,Management
Computer Security: Principles and Practice,William Stallings,Computer Science,Engineering,True,Shelf CS265,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Cybersecurity,Network Security
Organic Synthesis,Michael B. Smith,Chemistry,Sciences,True,Shelf CH366,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Synthesis,Reagents
Mathematical Methods for Physics and Engineering,K.F. Riley,Mathematics,Sciences,True,Shelf MA467,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Mathematical Physics,Engineering
Introduction to Industrial-Organizational Psychology,Ronald E. Riggio,Psychology,Social Sciences,True,Shelf PS568,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,I-O Psychology,Workplace
The Little, Brown Handbook,H. Ramsey Fowler,Writing,Humanities,True,Shelf WR669,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Grammar,Research
The Social Contract,Jean-Jacques Rousseau,Political Science,Humanities,True,Shelf PS766,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Society
Human Resource Management,Gary Dessler,HR,Business,True,Shelf HR1503,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,HR,Recruitment
Computer Architecture: A Quantitative Approach,John L. Hennessy,Computer Science,Engineering,True,Shelf CS266,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Architecture,Performance
Organic Chemistry,David R. Klein,Chemistry,Sciences,True,Shelf CH367,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Organic Chemistry,Reactions
Introduction to Probability,Joseph K. Blitzstein,Mathematics,Sciences,True,Shelf MA468,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Statistics
Social Psychology,Gilovich, Psychology,Social Sciences,True,Shelf PS569,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Cognition,Influence
The Elements of Academic Style,Eric Hayot,Writing,Humanities,True,Shelf WR670,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Academic Writing,Style
The Wealth of Nations,Adam Smith,Economics,Social Sciences,True,Shelf EC117,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Economics,Classical
Database Management Systems,Raghu Ramakrishnan,Computer Science,Engineering,True,Shelf CS267,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Databases,Management
Biochemistry,Jeremy M. Berg,Chemistry,Sciences,True,Shelf CH368,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Biochemistry,Molecular Biology
Introduction to Probability Models,Sheldon M. Ross,Mathematics,Sciences,True,Shelf MA469,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Stochastic Processes
Introduction to Psychology,Rod Plotnik,Psychology,Social Sciences,True,Shelf PS570,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Psychology,Fundamentals
Writing and Reporting News,Carole Rich,Journalism,Humanities,True,Shelf WR671,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Journalism,News Writing
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS767,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Financial Accounting,Robert Libby,Accounting,Business,True,Shelf AC809,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Financials,Reporting
Computer Graphics: Principles and Practice,James D. Foley,Computer Science,Engineering,True,Shelf CS268,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Graphics,Rendering
Environmental Chemistry,Stanley E. Manahan,Chemistry,Sciences,True,Shelf CH369,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Environmental Science,Pollution
Mathematical Statistics with Applications,Dennis Wackerly,Mathematics,Sciences,True,Shelf MA470,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Statistics,Mathematical
Social Psychology,David G. Myers,Psychology,Social Sciences,True,Shelf PS571,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Social Behavior,Attitudes
The St. Martin's Handbook,Andrea A. Lunsford,Writing,Humanities,True,Shelf WR672,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Writing,Research
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS768,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Operations Management,Jay Heizer,Operations,Business,True,Shelf OM1205,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Operations,Supply Chain
Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,Computer Science,Engineering,True,Shelf CS269,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Software Design,Object-Oriented
Principles of Instrumental Analysis,Douglas A. Skoog,Chemistry,Sciences,True,Shelf CH370,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Analytical Chemistry,Instrumentation
Introduction to Probability,Joseph K. Blitzstein,Mathematics,Sciences,True,Shelf MA471,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Probability,Statistics
Introduction to Counseling,Jeffrey A. Kottler,Psychology,Social Sciences,True,Shelf PS572,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Counseling,Therapy
The Sense of Style,Steven Pinker,Writing,Humanities,True,Shelf WR673,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Writing,Cognitive Science
The Prince,Niccolò Machiavelli,Political Science,Humanities,True,Shelf PS769,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Political Philosophy,Leadership
Corporate Finance,Stephen A. Ross,Finance,Business,True,Shelf FI1311,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Corporate Finance,Valuation
Computer Networks,Andrew S. Tanenbaum,Computer Science,Engineering,True,Shelf CS270,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Networking,Protocols
Physical Chemistry: A Molecular Approach,Donald A. McQuarrie,Chemistry,Sciences,True,Shelf CH371,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Physical Chemistry,Quantum Mechanics
Introduction to Mathematical Statistics,Robert V. Hogg,Mathematics,Sciences,True,Shelf MA472,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Statistics,Mathematical
Cognitive Neuroscience,Michael S. Gazzaniga,Psychology,Social Sciences,True,Shelf PS573,emerson uni main library,Near zoolgy department near sport ground,08:00,05:00,Muhammad Waris Bhatti,info@eum.edu.pk,+92 3091702065,Neuroscience,Cognition
